853,-734,-2722,398.3686387,-56.90262675,-725.3345237,-986.9726706,-1052.021734
-734,-2722,-6685,-56.90262675,-725.3345237,-986.9726706,-1052.021734,-2765.264072
-2722,-6685,-13040,-725.3345237,-986.9726706,-1052.021734,-2765.264072,-4095.264878
-6685,-13040,-17613,-986.9726706,-1052.021734,-2765.264072,-4095.264878,-1355.126887
-13040,-17613,-17250,-1052.021734,-2765.264072,-4095.264878,-1355.126887,2270.976732
-17613,-17250,-16117,-2765.264072,-4095.264878,-1355.126887,2270.976732,450.4703773
-17250,-16117,-15197,-4095.264878,-1355.126887,2270.976732,450.4703773,-236.7756206
-16117,-15197,-13853,-1355.126887,2270.976732,450.4703773,-236.7756206,2.219785175
-15197,-13853,-11468,2270.976732,450.4703773,-236.7756206,2.219785175,1025.534077
-13853,-11468,-12590,450.4703773,-236.7756206,2.219785175,1025.534077,-2057.030098
-11468,-12590,-12754,-236.7756206,2.219785175,1025.534077,-2057.030098,673.7583286
-12590,-12754,-12649,2.219785175,1025.534077,-2057.030098,673.7583286,-549.5588041
-12754,-12649,-12522,1025.534077,-2057.030098,673.7583286,-549.5588041,-633.7570341
-12649,-12522,-12658,-2057.030098,673.7583286,-549.5588041,-633.7570341,239.1296925
-12522,-12658,-12127,673.7583286,-549.5588041,-633.7570341,239.1296925,660.3571629
-12658,-12127,-10406,-549.5588041,-633.7570341,239.1296925,660.3571629,239.6891992
-12127,-10406,-8151,-633.7570341,239.1296925,660.3571629,239.6891992,949.6616153
-10406,-8151,-7187,239.1296925,660.3571629,239.6891992,949.6616153,342.8409842
-8151,-7187,-6566,660.3571629,239.6891992,949.6616153,342.8409842,-182.9153979
-7187,-6566,-5769,239.6891992,949.6616153,342.8409842,-182.9153979,-342.9648123
-6566,-5769,-5183,949.6616153,342.8409842,-182.9153979,-342.9648123,393.4387236
-5769,-5183,-4730,342.8409842,-182.9153979,-342.9648123,393.4387236,756.9586774
-5183,-4730,-4394,-182.9153979,-342.9648123,393.4387236,756.9586774,-344.0775333
-4730,-4394,-3554,-342.9648123,393.4387236,756.9586774,-344.0775333,-83.5017002
-4394,-3554,-3390,393.4387236,756.9586774,-344.0775333,-83.5017002,59.45312232
-3554,-3390,-3289,756.9586774,-344.0775333,-83.5017002,59.45312232,510.1808035
-3390,-3289,-3856,-344.0775333,-83.5017002,59.45312232,510.1808035,-1059.193925
-3289,-3856,-4190,-83.5017002,59.45312232,510.1808035,-1059.193925,-517.6023879
-3856,-4190,-4579,59.45312232,510.1808035,-1059.193925,-517.6023879,207.6123961
-4190,-4579,-3414,510.1808035,-1059.193925,-517.6023879,207.6123961,1666.071506
-4579,-3414,-2196,-1059.193925,-517.6023879,207.6123961,1666.071506,29.12340002
-3414,-2196,-2215,-517.6023879,207.6123961,1666.071506,29.12340002,-1144.006074
-2196,-2215,-1979,207.6123961,1666.071506,29.12340002,-1144.006074,584.0402567
-2215,-1979,-2095,1666.071506,29.12340002,-1144.006074,584.0402567,94.45657863
-1979,-2095,-2530,29.12340002,-1144.006074,584.0402567,94.45657863,-690.5878326
-2095,-2530,-2524,-1144.006074,584.0402567,94.45657863,-690.5878326,138.6946039
-2530,-2524,-2414,584.0402567,94.45657863,-690.5878326,138.6946039,321.8941535
-2524,-2414,-2190,94.45657863,-690.5878326,138.6946039,321.8941535,47.27088561
-2414,-2190,-1731,-690.5878326,138.6946039,321.8941535,47.27088561,145.8387133
-2190,-1731,-541,138.6946039,321.8941535,47.27088561,145.8387133,972.2191872
-1731,-541,-403,321.8941535,47.27088561,145.8387133,972.2191872,-465.9910243
-541,-403,55,47.27088561,145.8387133,972.2191872,-465.9910243,300.0677364
-403,55,-32,145.8387133,972.2191872,-465.9910243,300.0677364,-270.4345126
55,-32,-14,972.2191872,-465.9910243,300.0677364,-270.4345126,148.3766337
-32,-14,-226,-465.9910243,300.0677364,-270.4345126,148.3766337,-132.2250565
-14,-226,-176,300.0677364,-270.4345126,148.3766337,-132.2250565,178.736277
-226,-176,-98,-270.4345126,148.3766337,-132.2250565,178.736277,-22.3006562
-176,-98,-431,148.3766337,-132.2250565,178.736277,-22.3006562,-341.5639551
-98,-431,-389,-132.2250565,178.736277,-22.3006562,-341.5639551,302.6408334
-431,-389,-212,178.736277,-22.3006562,-341.5639551,302.6408334,168.4751478
-389,-212,261,-22.3006562,-341.5639551,302.6408334,168.4751478,298.5165607
-212,261,94,-341.5639551,302.6408334,168.4751478,298.5165607,-381.9000027
261,94,-458,302.6408334,168.4751478,298.5165607,-381.9000027,-411.6412786
94,-458,-1114,168.4751478,298.5165607,-381.9000027,-411.6412786,-352.6690803
-458,-1114,-607,298.5165607,-381.9000027,-411.6412786,-352.6690803,927.7872473
-1114,-607,221,-381.9000027,-411.6412786,-352.6690803,927.7872473,630.0383241
-607,221,759,-411.6412786,-352.6690803,927.7872473,630.0383241,-37.64763393
221,759,2134,-352.6690803,927.7872473,630.0383241,-37.64763393,932.2826715
759,2134,3085,927.7872473,630.0383241,-37.64763393,932.2826715,323.5257719
2134,3085,3556,630.0383241,-37.64763393,932.2826715,323.5257719,139.8203194
3085,3556,3766,-37.64763393,932.2826715,323.5257719,139.8203194,106.2281604
3556,3766,2734,932.2826715,323.5257719,139.8203194,106.2281604,-1110.737497
3766,2734,2000,323.5257719,139.8203194,106.2281604,-1110.737497,-63.32760057
2734,2000,1147,139.8203194,106.2281604,-1110.737497,-63.32760057,-89.80683341
2000,1147,1028,106.2281604,-1110.737497,-63.32760057,-89.80683341,385.8746717
1147,1028,506,-1110.737497,-63.32760057,-89.80683341,385.8746717,-649.0927818
1028,506,656,-63.32760057,-89.80683341,385.8746717,-649.0927818,413.1104833
506,656,364,-89.80683341,385.8746717,-649.0927818,413.1104833,-201.8178617
656,364,148,385.8746717,-649.0927818,413.1104833,-201.8178617,-49.54963153
364,148,276,-649.0927818,413.1104833,-201.8178617,-49.54963153,186.4500677
148,276,384,413.1104833,-201.8178617,-49.54963153,186.4500677,90.18823869
276,384,600,-201.8178617,-49.54963153,186.4500677,90.18823869,199.0372135
384,600,256,-49.54963153,186.4500677,90.18823869,199.0372135,-432.5941712
600,256,278,186.4500677,90.18823869,199.0372135,-432.5941712,177.1072311
256,278,171,90.18823869,199.0372135,-432.5941712,177.1072311,-39.44291107
278,171,214,199.0372135,-432.5941712,177.1072311,-39.44291107,189.3750896
171,214,72,-432.5941712,177.1072311,-39.44291107,189.3750896,-168.4693844
214,72,91,177.1072311,-39.44291107,189.3750896,-168.4693844,33.49705592
72,91,-403,-39.44291107,189.3750896,-168.4693844,33.49705592,-469.0499298
91,-403,-515,189.3750896,-168.4693844,33.49705592,-469.0499298,269.3789392
-403,-515,-575,-168.4693844,33.49705592,-469.0499298,269.3789392,30.5600398
-515,-575,-1303,33.49705592,-469.0499298,269.3789392,30.5600398,-797.1657744
-575,-1303,-1556,-469.0499298,269.3789392,30.5600398,-797.1657744,130.9656484
-1303,-1556,-1535,269.3789392,30.5600398,-797.1657744,130.9656484,279.681695
-1556,-1535,-1592,30.5600398,-797.1657744,130.9656484,279.681695,-144.3071879
-1535,-1592,-642,-797.1657744,130.9656484,279.681695,-144.3071879,875.4141145
-1592,-642,426,130.9656484,279.681695,-144.3071879,875.4141145,563.2887128
-642,426,968,279.681695,-144.3071879,875.4141145,563.2887128,-105.5042097
426,968,808,-144.3071879,875.4141145,563.2887128,-105.5042097,-423.6872757
968,808,1197,875.4141145,563.2887128,-105.5042097,-423.6872757,619.8892385
808,1197,1419,563.2887128,-105.5042097,-423.6872757,619.8892385,117.0670542
1197,1419,1488,-105.5042097,-423.6872757,619.8892385,117.0670542,-6.101310171
1419,1488,2061,-423.6872757,619.8892385,117.0670542,-6.101310171,583.1642032
1488,2061,1899,619.8892385,117.0670542,-6.101310171,583.1642032,-473.9821351
2061,1899,1864,117.0670542,-6.101310171,583.1642032,-473.9821351,80.42355887
