2134,3085,3556,3766,2734,2000,1147,1028,506,656,364,148,276,384,600,256,278,171,214,72,91,-403,-515,-575
3085,3556,3766,2734,2000,1147,1028,506,656,364,148,276,384,600,256,278,171,214,72,91,-403,-515,-575,-1303
3556,3766,2734,2000,1147,1028,506,656,364,148,276,384,600,256,278,171,214,72,91,-403,-515,-575,-1303,-1556
3766,2734,2000,1147,1028,506,656,364,148,276,384,600,256,278,171,214,72,91,-403,-515,-575,-1303,-1556,-1535
2734,2000,1147,1028,506,656,364,148,276,384,600,256,278,171,214,72,91,-403,-515,-575,-1303,-1556,-1535,-1592
2000,1147,1028,506,656,364,148,276,384,600,256,278,171,214,72,91,-403,-515,-575,-1303,-1556,-1535,-1592,-642
1147,1028,506,656,364,148,276,384,600,256,278,171,214,72,91,-403,-515,-575,-1303,-1556,-1535,-1592,-642,426
1028,506,656,364,148,276,384,600,256,278,171,214,72,91,-403,-515,-575,-1303,-1556,-1535,-1592,-642,426,968
506,656,364,148,276,384,600,256,278,171,214,72,91,-403,-515,-575,-1303,-1556,-1535,-1592,-642,426,968,808
656,364,148,276,384,600,256,278,171,214,72,91,-403,-515,-575,-1303,-1556,-1535,-1592,-642,426,968,808,1197
364,148,276,384,600,256,278,171,214,72,91,-403,-515,-575,-1303,-1556,-1535,-1592,-642,426,968,808,1197,1419
148,276,384,600,256,278,171,214,72,91,-403,-515,-575,-1303,-1556,-1535,-1592,-642,426,968,808,1197,1419,1488
276,384,600,256,278,171,214,72,91,-403,-515,-575,-1303,-1556,-1535,-1592,-642,426,968,808,1197,1419,1488,2061
384,600,256,278,171,214,72,91,-403,-515,-575,-1303,-1556,-1535,-1592,-642,426,968,808,1197,1419,1488,2061,1899
600,256,278,171,214,72,91,-403,-515,-575,-1303,-1556,-1535,-1592,-642,426,968,808,1197,1419,1488,2061,1899,1864
256,278,171,214,72,91,-403,-515,-575,-1303,-1556,-1535,-1592,-642,426,968,808,1197,1419,1488,2061,1899,1864,1725
278,171,214,72,91,-403,-515,-575,-1303,-1556,-1535,-1592,-642,426,968,808,1197,1419,1488,2061,1899,1864,1725,2343
171,214,72,91,-403,-515,-575,-1303,-1556,-1535,-1592,-642,426,968,808,1197,1419,1488,2061,1899,1864,1725,2343,2562
214,72,91,-403,-515,-575,-1303,-1556,-1535,-1592,-642,426,968,808,1197,1419,1488,2061,1899,1864,1725,2343,2562,2456
72,91,-403,-515,-575,-1303,-1556,-1535,-1592,-642,426,968,808,1197,1419,1488,2061,1899,1864,1725,2343,2562,2456,2339
91,-403,-515,-575,-1303,-1556,-1535,-1592,-642,426,968,808,1197,1419,1488,2061,1899,1864,1725,2343,2562,2456,2339,2731
-403,-515,-575,-1303,-1556,-1535,-1592,-642,426,968,808,1197,1419,1488,2061,1899,1864,1725,2343,2562,2456,2339,2731,2696
-515,-575,-1303,-1556,-1535,-1592,-642,426,968,808,1197,1419,1488,2061,1899,1864,1725,2343,2562,2456,2339,2731,2696,2108
-575,-1303,-1556,-1535,-1592,-642,426,968,808,1197,1419,1488,2061,1899,1864,1725,2343,2562,2456,2339,2731,2696,2108,1502
-1303,-1556,-1535,-1592,-642,426,968,808,1197,1419,1488,2061,1899,1864,1725,2343,2562,2456,2339,2731,2696,2108,1502,1457
-1556,-1535,-1592,-642,426,968,808,1197,1419,1488,2061,1899,1864,1725,2343,2562,2456,2339,2731,2696,2108,1502,1457,1298
-1535,-1592,-642,426,968,808,1197,1419,1488,2061,1899,1864,1725,2343,2562,2456,2339,2731,2696,2108,1502,1457,1298,976
-1592,-642,426,968,808,1197,1419,1488,2061,1899,1864,1725,2343,2562,2456,2339,2731,2696,2108,1502,1457,1298,976,847
-642,426,968,808,1197,1419,1488,2061,1899,1864,1725,2343,2562,2456,2339,2731,2696,2108,1502,1457,1298,976,847,1021
426,968,808,1197,1419,1488,2061,1899,1864,1725,2343,2562,2456,2339,2731,2696,2108,1502,1457,1298,976,847,1021,1433
968,808,1197,1419,1488,2061,1899,1864,1725,2343,2562,2456,2339,2731,2696,2108,1502,1457,1298,976,847,1021,1433,1255
808,1197,1419,1488,2061,1899,1864,1725,2343,2562,2456,2339,2731,2696,2108,1502,1457,1298,976,847,1021,1433,1255,931
1197,1419,1488,2061,1899,1864,1725,2343,2562,2456,2339,2731,2696,2108,1502,1457,1298,976,847,1021,1433,1255,931,1075
1419,1488,2061,1899,1864,1725,2343,2562,2456,2339,2731,2696,2108,1502,1457,1298,976,847,1021,1433,1255,931,1075,1077
1488,2061,1899,1864,1725,2343,2562,2456,2339,2731,2696,2108,1502,1457,1298,976,847,1021,1433,1255,931,1075,1077,1041
2061,1899,1864,1725,2343,2562,2456,2339,2731,2696,2108,1502,1457,1298,976,847,1021,1433,1255,931,1075,1077,1041,847
1899,1864,1725,2343,2562,2456,2339,2731,2696,2108,1502,1457,1298,976,847,1021,1433,1255,931,1075,1077,1041,847,1062
1864,1725,2343,2562,2456,2339,2731,2696,2108,1502,1457,1298,976,847,1021,1433,1255,931,1075,1077,1041,847,1062,918
1725,2343,2562,2456,2339,2731,2696,2108,1502,1457,1298,976,847,1021,1433,1255,931,1075,1077,1041,847,1062,918,1003
2343,2562,2456,2339,2731,2696,2108,1502,1457,1298,976,847,1021,1433,1255,931,1075,1077,1041,847,1062,918,1003,949
2562,2456,2339,2731,2696,2108,1502,1457,1298,976,847,1021,1433,1255,931,1075,1077,1041,847,1062,918,1003,949,738
2456,2339,2731,2696,2108,1502,1457,1298,976,847,1021,1433,1255,931,1075,1077,1041,847,1062,918,1003,949,738,512
2339,2731,2696,2108,1502,1457,1298,976,847,1021,1433,1255,931,1075,1077,1041,847,1062,918,1003,949,738,512,168
2731,2696,2108,1502,1457,1298,976,847,1021,1433,1255,931,1075,1077,1041,847,1062,918,1003,949,738,512,168,393
2696,2108,1502,1457,1298,976,847,1021,1433,1255,931,1075,1077,1041,847,1062,918,1003,949,738,512,168,393,210
2108,1502,1457,1298,976,847,1021,1433,1255,931,1075,1077,1041,847,1062,918,1003,949,738,512,168,393,210,67
1502,1457,1298,976,847,1021,1433,1255,931,1075,1077,1041,847,1062,918,1003,949,738,512,168,393,210,67,724
1457,1298,976,847,1021,1433,1255,931,1075,1077,1041,847,1062,918,1003,949,738,512,168,393,210,67,724,1189
1298,976,847,1021,1433,1255,931,1075,1077,1041,847,1062,918,1003,949,738,512,168,393,210,67,724,1189,1303
976,847,1021,1433,1255,931,1075,1077,1041,847,1062,918,1003,949,738,512,168,393,210,67,724,1189,1303,1914
847,1021,1433,1255,931,1075,1077,1041,847,1062,918,1003,949,738,512,168,393,210,67,724,1189,1303,1914,2301
1021,1433,1255,931,1075,1077,1041,847,1062,918,1003,949,738,512,168,393,210,67,724,1189,1303,1914,2301,3074
1433,1255,931,1075,1077,1041,847,1062,918,1003,949,738,512,168,393,210,67,724,1189,1303,1914,2301,3074,2677
1255,931,1075,1077,1041,847,1062,918,1003,949,738,512,168,393,210,67,724,1189,1303,1914,2301,3074,2677,1723
931,1075,1077,1041,847,1062,918,1003,949,738,512,168,393,210,67,724,1189,1303,1914,2301,3074,2677,1723,1326
1075,1077,1041,847,1062,918,1003,949,738,512,168,393,210,67,724,1189,1303,1914,2301,3074,2677,1723,1326,1271
1077,1041,847,1062,918,1003,949,738,512,168,393,210,67,724,1189,1303,1914,2301,3074,2677,1723,1326,1271,1655
1041,847,1062,918,1003,949,738,512,168,393,210,67,724,1189,1303,1914,2301,3074,2677,1723,1326,1271,1655,1447
847,1062,918,1003,949,738,512,168,393,210,67,724,1189,1303,1914,2301,3074,2677,1723,1326,1271,1655,1447,1483
1062,918,1003,949,738,512,168,393,210,67,724,1189,1303,1914,2301,3074,2677,1723,1326,1271,1655,1447,1483,1574
918,1003,949,738,512,168,393,210,67,724,1189,1303,1914,2301,3074,2677,1723,1326,1271,1655,1447,1483,1574,1555
1003,949,738,512,168,393,210,67,724,1189,1303,1914,2301,3074,2677,1723,1326,1271,1655,1447,1483,1574,1555,2023
949,738,512,168,393,210,67,724,1189,1303,1914,2301,3074,2677,1723,1326,1271,1655,1447,1483,1574,1555,2023,2000
738,512,168,393,210,67,724,1189,1303,1914,2301,3074,2677,1723,1326,1271,1655,1447,1483,1574,1555,2023,2000,2482
512,168,393,210,67,724,1189,1303,1914,2301,3074,2677,1723,1326,1271,1655,1447,1483,1574,1555,2023,2000,2482,2298
168,393,210,67,724,1189,1303,1914,2301,3074,2677,1723,1326,1271,1655,1447,1483,1574,1555,2023,2000,2482,2298,2133
393,210,67,724,1189,1303,1914,2301,3074,2677,1723,1326,1271,1655,1447,1483,1574,1555,2023,2000,2482,2298,2133,2926
210,67,724,1189,1303,1914,2301,3074,2677,1723,1326,1271,1655,1447,1483,1574,1555,2023,2000,2482,2298,2133,2926,2406
67,724,1189,1303,1914,2301,3074,2677,1723,1326,1271,1655,1447,1483,1574,1555,2023,2000,2482,2298,2133,2926,2406,2777
724,1189,1303,1914,2301,3074,2677,1723,1326,1271,1655,1447,1483,1574,1555,2023,2000,2482,2298,2133,2926,2406,2777,3087
1189,1303,1914,2301,3074,2677,1723,1326,1271,1655,1447,1483,1574,1555,2023,2000,2482,2298,2133,2926,2406,2777,3087,2838
1303,1914,2301,3074,2677,1723,1326,1271,1655,1447,1483,1574,1555,2023,2000,2482,2298,2133,2926,2406,2777,3087,2838,2973
1914,2301,3074,2677,1723,1326,1271,1655,1447,1483,1574,1555,2023,2000,2482,2298,2133,2926,2406,2777,3087,2838,2973,2853
2301,3074,2677,1723,1326,1271,1655,1447,1483,1574,1555,2023,2000,2482,2298,2133,2926,2406,2777,3087,2838,2973,2853,2339
3074,2677,1723,1326,1271,1655,1447,1483,1574,1555,2023,2000,2482,2298,2133,2926,2406,2777,3087,2838,2973,2853,2339,2686
2677,1723,1326,1271,1655,1447,1483,1574,1555,2023,2000,2482,2298,2133,2926,2406,2777,3087,2838,2973,2853,2339,2686,2543
1723,1326,1271,1655,1447,1483,1574,1555,2023,2000,2482,2298,2133,2926,2406,2777,3087,2838,2973,2853,2339,2686,2543,3272
1326,1271,1655,1447,1483,1574,1555,2023,2000,2482,2298,2133,2926,2406,2777,3087,2838,2973,2853,2339,2686,2543,3272,3849
1271,1655,1447,1483,1574,1555,2023,2000,2482,2298,2133,2926,2406,2777,3087,2838,2973,2853,2339,2686,2543,3272,3849,4383
1655,1447,1483,1574,1555,2023,2000,2482,2298,2133,2926,2406,2777,3087,2838,2973,2853,2339,2686,2543,3272,3849,4383,4615
1447,1483,1574,1555,2023,2000,2482,2298,2133,2926,2406,2777,3087,2838,2973,2853,2339,2686,2543,3272,3849,4383,4615,4194
1483,1574,1555,2023,2000,2482,2298,2133,2926,2406,2777,3087,2838,2973,2853,2339,2686,2543,3272,3849,4383,4615,4194,4093
1574,1555,2023,2000,2482,2298,2133,2926,2406,2777,3087,2838,2973,2853,2339,2686,2543,3272,3849,4383,4615,4194,4093,4325
1555,2023,2000,2482,2298,2133,2926,2406,2777,3087,2838,2973,2853,2339,2686,2543,3272,3849,4383,4615,4194,4093,4325,4304
2023,2000,2482,2298,2133,2926,2406,2777,3087,2838,2973,2853,2339,2686,2543,3272,3849,4383,4615,4194,4093,4325,4304,4055
2000,2482,2298,2133,2926,2406,2777,3087,2838,2973,2853,2339,2686,2543,3272,3849,4383,4615,4194,4093,4325,4304,4055,4020
2482,2298,2133,2926,2406,2777,3087,2838,2973,2853,2339,2686,2543,3272,3849,4383,4615,4194,4093,4325,4304,4055,4020,4396
2298,2133,2926,2406,2777,3087,2838,2973,2853,2339,2686,2543,3272,3849,4383,4615,4194,4093,4325,4304,4055,4020,4396,4337
2133,2926,2406,2777,3087,2838,2973,2853,2339,2686,2543,3272,3849,4383,4615,4194,4093,4325,4304,4055,4020,4396,4337,4238
2926,2406,2777,3087,2838,2973,2853,2339,2686,2543,3272,3849,4383,4615,4194,4093,4325,4304,4055,4020,4396,4337,4238,4505
2406,2777,3087,2838,2973,2853,2339,2686,2543,3272,3849,4383,4615,4194,4093,4325,4304,4055,4020,4396,4337,4238,4505,3955
2777,3087,2838,2973,2853,2339,2686,2543,3272,3849,4383,4615,4194,4093,4325,4304,4055,4020,4396,4337,4238,4505,3955,4702
3087,2838,2973,2853,2339,2686,2543,3272,3849,4383,4615,4194,4093,4325,4304,4055,4020,4396,4337,4238,4505,3955,4702,4374
2838,2973,2853,2339,2686,2543,3272,3849,4383,4615,4194,4093,4325,4304,4055,4020,4396,4337,4238,4505,3955,4702,4374,3918
2973,2853,2339,2686,2543,3272,3849,4383,4615,4194,4093,4325,4304,4055,4020,4396,4337,4238,4505,3955,4702,4374,3918,4017
2853,2339,2686,2543,3272,3849,4383,4615,4194,4093,4325,4304,4055,4020,4396,4337,4238,4505,3955,4702,4374,3918,4017,3329
2339,2686,2543,3272,3849,4383,4615,4194,4093,4325,4304,4055,4020,4396,4337,4238,4505,3955,4702,4374,3918,4017,3329,2781
2686,2543,3272,3849,4383,4615,4194,4093,4325,4304,4055,4020,4396,4337,4238,4505,3955,4702,4374,3918,4017,3329,2781,2577
2543,3272,3849,4383,4615,4194,4093,4325,4304,4055,4020,4396,4337,4238,4505,3955,4702,4374,3918,4017,3329,2781,2577,2041
3272,3849,4383,4615,4194,4093,4325,4304,4055,4020,4396,4337,4238,4505,3955,4702,4374,3918,4017,3329,2781,2577,2041,1841
3849,4383,4615,4194,4093,4325,4304,4055,4020,4396,4337,4238,4505,3955,4702,4374,3918,4017,3329,2781,2577,2041,1841,1545
4383,4615,4194,4093,4325,4304,4055,4020,4396,4337,4238,4505,3955,4702,4374,3918,4017,3329,2781,2577,2041,1841,1545,1482
4615,4194,4093,4325,4304,4055,4020,4396,4337,4238,4505,3955,4702,4374,3918,4017,3329,2781,2577,2041,1841,1545,1482,1430
4194,4093,4325,4304,4055,4020,4396,4337,4238,4505,3955,4702,4374,3918,4017,3329,2781,2577,2041,1841,1545,1482,1430,1186
4093,4325,4304,4055,4020,4396,4337,4238,4505,3955,4702,4374,3918,4017,3329,2781,2577,2041,1841,1545,1482,1430,1186,1292
4325,4304,4055,4020,4396,4337,4238,4505,3955,4702,4374,3918,4017,3329,2781,2577,2041,1841,1545,1482,1430,1186,1292,1575
4304,4055,4020,4396,4337,4238,4505,3955,4702,4374,3918,4017,3329,2781,2577,2041,1841,1545,1482,1430,1186,1292,1575,1583
4055,4020,4396,4337,4238,4505,3955,4702,4374,3918,4017,3329,2781,2577,2041,1841,1545,1482,1430,1186,1292,1575,1583,1455
4020,4396,4337,4238,4505,3955,4702,4374,3918,4017,3329,2781,2577,2041,1841,1545,1482,1430,1186,1292,1575,1583,1455,1540
4396,4337,4238,4505,3955,4702,4374,3918,4017,3329,2781,2577,2041,1841,1545,1482,1430,1186,1292,1575,1583,1455,1540,1233
4337,4238,4505,3955,4702,4374,3918,4017,3329,2781,2577,2041,1841,1545,1482,1430,1186,1292,1575,1583,1455,1540,1233,1132
4238,4505,3955,4702,4374,3918,4017,3329,2781,2577,2041,1841,1545,1482,1430,1186,1292,1575,1583,1455,1540,1233,1132,450
4505,3955,4702,4374,3918,4017,3329,2781,2577,2041,1841,1545,1482,1430,1186,1292,1575,1583,1455,1540,1233,1132,450,183
3955,4702,4374,3918,4017,3329,2781,2577,2041,1841,1545,1482,1430,1186,1292,1575,1583,1455,1540,1233,1132,450,183,-238
4702,4374,3918,4017,3329,2781,2577,2041,1841,1545,1482,1430,1186,1292,1575,1583,1455,1540,1233,1132,450,183,-238,-354
4374,3918,4017,3329,2781,2577,2041,1841,1545,1482,1430,1186,1292,1575,1583,1455,1540,1233,1132,450,183,-238,-354,-1143
3918,4017,3329,2781,2577,2041,1841,1545,1482,1430,1186,1292,1575,1583,1455,1540,1233,1132,450,183,-238,-354,-1143,-879
4017,3329,2781,2577,2041,1841,1545,1482,1430,1186,1292,1575,1583,1455,1540,1233,1132,450,183,-238,-354,-1143,-879,-1242
3329,2781,2577,2041,1841,1545,1482,1430,1186,1292,1575,1583,1455,1540,1233,1132,450,183,-238,-354,-1143,-879,-1242,-1780
2781,2577,2041,1841,1545,1482,1430,1186,1292,1575,1583,1455,1540,1233,1132,450,183,-238,-354,-1143,-879,-1242,-1780,-1755
2577,2041,1841,1545,1482,1430,1186,1292,1575,1583,1455,1540,1233,1132,450,183,-238,-354,-1143,-879,-1242,-1780,-1755,-1749
2041,1841,1545,1482,1430,1186,1292,1575,1583,1455,1540,1233,1132,450,183,-238,-354,-1143,-879,-1242,-1780,-1755,-1749,-1654
1841,1545,1482,1430,1186,1292,1575,1583,1455,1540,1233,1132,450,183,-238,-354,-1143,-879,-1242,-1780,-1755,-1749,-1654,-1760
1545,1482,1430,1186,1292,1575,1583,1455,1540,1233,1132,450,183,-238,-354,-1143,-879,-1242,-1780,-1755,-1749,-1654,-1760,-1731
1482,1430,1186,1292,1575,1583,1455,1540,1233,1132,450,183,-238,-354,-1143,-879,-1242,-1780,-1755,-1749,-1654,-1760,-1731,-1434
1430,1186,1292,1575,1583,1455,1540,1233,1132,450,183,-238,-354,-1143,-879,-1242,-1780,-1755,-1749,-1654,-1760,-1731,-1434,-1008
1186,1292,1575,1583,1455,1540,1233,1132,450,183,-238,-354,-1143,-879,-1242,-1780,-1755,-1749,-1654,-1760,-1731,-1434,-1008,-1304
1292,1575,1583,1455,1540,1233,1132,450,183,-238,-354,-1143,-879,-1242,-1780,-1755,-1749,-1654,-1760,-1731,-1434,-1008,-1304,-980
1575,1583,1455,1540,1233,1132,450,183,-238,-354,-1143,-879,-1242,-1780,-1755,-1749,-1654,-1760,-1731,-1434,-1008,-1304,-980,-602
1583,1455,1540,1233,1132,450,183,-238,-354,-1143,-879,-1242,-1780,-1755,-1749,-1654,-1760,-1731,-1434,-1008,-1304,-980,-602,-689
1455,1540,1233,1132,450,183,-238,-354,-1143,-879,-1242,-1780,-1755,-1749,-1654,-1760,-1731,-1434,-1008,-1304,-980,-602,-689,-559
1540,1233,1132,450,183,-238,-354,-1143,-879,-1242,-1780,-1755,-1749,-1654,-1760,-1731,-1434,-1008,-1304,-980,-602,-689,-559,-840
1233,1132,450,183,-238,-354,-1143,-879,-1242,-1780,-1755,-1749,-1654,-1760,-1731,-1434,-1008,-1304,-980,-602,-689,-559,-840,-745
1132,450,183,-238,-354,-1143,-879,-1242,-1780,-1755,-1749,-1654,-1760,-1731,-1434,-1008,-1304,-980,-602,-689,-559,-840,-745,-308
450,183,-238,-354,-1143,-879,-1242,-1780,-1755,-1749,-1654,-1760,-1731,-1434,-1008,-1304,-980,-602,-689,-559,-840,-745,-308,-103
183,-238,-354,-1143,-879,-1242,-1780,-1755,-1749,-1654,-1760,-1731,-1434,-1008,-1304,-980,-602,-689,-559,-840,-745,-308,-103,399
-238,-354,-1143,-879,-1242,-1780,-1755,-1749,-1654,-1760,-1731,-1434,-1008,-1304,-980,-602,-689,-559,-840,-745,-308,-103,399,747
